study	cage	diet	mouse	colonytype	colony	timepoint	Species	Strain	isolation.source	body.part	country	date	plate	location_nooil	timeA_nooil	timeB_nooil	timeC_nooil	timeD_nooil	timeE_nooil	location_oil	timeA_oil	timeB_oil	timeC_oil	timeD_oil	timeE_oil	timeA	timeB	timeC	timeD	timeE	blank_nooil	blank_oil	ph	mouseweight	notes	Gavage	GavageGeneral
AP4	239561	HF	453	white	K	W10			mouse	SI	north america	12/15/16	plate34	C3	0.836	0.106	0.53	0.53	0.836	C9	0.114	0.113	0.108	0.108	0.114	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	white	L	W10			mouse	SI	north america	12/15/16	plate34	D3	1.247	0.148	0.902	0.902	1.247	D9	0.112	0.108	0.108	0.108	0.112	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	white	M	W10			mouse	SI	north america	12/15/16	plate34	E3	0.631	0.092	0.366	0.366	0.631	E9	0.091	0.093	0.091	0.091	0.091	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	white	N	W10			mouse	SI	north america	12/15/16	plate34	F3	0.869	0.094	0.435	0.435	0.869	F9	0.118	0.114	0.115	0.115	0.118	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	white	O	W10			mouse	SI	north america	12/15/16	plate34	G3	0.97	0.109	0.564	0.564	0.97	G9	0.116	0.116	0.112	0.112	0.116	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239561	HF	453	white	P	W10			mouse	SI	north america	12/15/16	plate34	H3	0.409	0.088	0.239	0.239	0.409	H9	0.096	0.092	0.093	0.093	0.096	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	A	W10			mouse	SI	north america	12/15/16	plate34	A4	0.265	0.078	0.136	0.136	0.265	A10	0.093	0.084	0.086	0.086	0.093	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	B	W10			mouse	SI	north america	12/15/16	plate34	B4	0.568	0.083	0.26	0.26	0.568	B10	0.624	0.088	0.26	0.26	0.624	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	C	W10			mouse	SI	north america	12/15/16	plate34	C4	0.599	0.085	0.312	0.312	0.599	C10	0.792	0.104	0.573	0.573	0.792	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	D	W10			mouse	SI	north america	12/15/16	plate34	D4	0.348	0.091	0.156	0.156	0.348	D10	0.098	0.095	0.091	0.091	0.098	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	E	W10			mouse	SI	north america	12/15/16	plate34	E4	0.766	0.098	0.452	0.452	0.766	E10	0.097	0.091	0.09	0.09	0.097	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	F	W10			mouse	SI	north america	12/15/16	plate34	F4	0.498	0.086	0.189	0.189	0.498	F10	0.087	0.088	0.086	0.086	0.087	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	G	W10			mouse	SI	north america	12/15/16	plate34	G4	1.031	0.118	0.457	0.457	1.031	G10	0.28	0.102	0.132	0.132	0.28	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	490	white	H	W10			mouse	SI	north america	12/15/16	plate34	H4	0.134	0.081	0.086	0.086	0.134	H10	0.089	0.095	0.087	0.087	0.089	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239563	HF	467	white	F	W10			mouse	SI	north america	12/15/16	plate34	A5	0.275	0.078	0.129	0.129	0.275	A11	0.116	0.101	0.115	0.115	0.116	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	NaCl	
AP4	239564	LF	405	white	A	W10			mouse	SI	north america	12/15/16	plate34	A6	0.192	0.081	0.125	0.125	0.192	A12	0.115	0.101	0.109	0.109	0.115	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	B	W10			mouse	SI	north america	12/15/16	plate34	B6	1.252	0.151	0.756	0.756	1.252	B12	0.096	0.101	0.097	0.097	0.096	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	C	W10			mouse	SI	north america	12/15/16	plate34	C6	0.376	0.081	0.175	0.175	0.376	C12	0.082	0.084	0.081	0.081	0.082	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	D	W10			mouse	SI	north america	12/15/16	plate34	D6	0.886	0.094	0.458	0.458	0.886	D12	0.511	0.089	0.174	0.174	0.511	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	E	W10			mouse	SI	north america	12/15/16	plate34	E6	1.062	0.117	0.751	0.751	1.062	E12	0.124	0.106	0.12	0.12	0.124	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	F	W10			mouse	SI	north america	12/15/16	plate34	F6	0.84	0.098	0.401	0.401	0.84	F12	0.112	0.087	0.086	0.086	0.112	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	G	W10			mouse	SI	north america	12/15/16	plate34	G6	0.713	0.107	0.465	0.465	0.713	G12	0.105	0.102	0.099	0.099	0.105	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
AP4	239564	LF	405	white	H	W10			mouse	SI	north america	12/15/16	plate34	H6	0.72	0.106	0.474	0.474	0.72	H12	0.119	0.116	0.115	0.115	0.119	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D	18_2	oil
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/7/16	plate1	E1	0.103	0.103	0.103	0.103	0.104	E7	0.193	0.125	0.131	0.133	0.141	10:43	13:00	14:35	15:47	18:28	E1, H1	E7, H7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/7/16	plate1	H1	0.102	0.102	0.098	0.099	0.099	H7	0.27	0.162	0.166	0.169	0.182	10:43	13:00	14:35	15:47	18:28	E1, H1	E7, H7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/26/16	plate10	E1	0.076	0.083	0.086	0.086	0.089	E7	0.111	0.085	0.087	0.088	0.089	10:45	12:56	15:18	17:05	19:05	E1, H1	E7, H7	5.35	NA	setup on 10/24 and left at rt. Put @37C on 10/25; run on 10/26		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/26/16	plate10	H1	0.076	0.086	0.087	0.088	0.089	H7	0.151	0.11	0.112	0.116	0.122	10:45	12:56	15:18	17:05	19:05	E1, H1	E7, H7	5.35	NA	setup on 10/24 and left at rt. Put @37C on 10/25; run on 10/26		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/26/16	plate11	E1	0.078	0.082	0.084	0.085	0.086	E7	0.182	0.103	0.111	0.118	0.124	11:00	12:58	15:20	17:06	19:07	E1, H1	E7, H7	5.35	NA	setup on 10/24 and left at rt. Put @37C on 10/25; run on 10/26		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/26/16	plate11	H1	0.077	0.082	0.084	0.085	0.086	H7	0.172	0.117	0.115	0.123	0.131	11:00	12:58	15:20	17:06	19:07	E1, H1	E7, H7	5.35	NA	setup on 10/24 and left at rt. Put @37C on 10/25; run on 10/26		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/28/16	plate12	E1	0.076	0.083	0.086	0.088	0.088	E7	0.145	0.101	0.108	0.115	0.118	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/28/16	plate12	H1	0.076	0.088	0.085	0.086	0.087	H7	0.153	0.106	0.118	0.122	0.127	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/28/16	plate13	E1	0.076	0.083	0.085	0.086	0.087	E7	0.153	0.107	0.117	0.125	0.129	10:55	13:02	15:34	17:26	19:01	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/28/16	plate13	H1	0.077	0.083	0.085	0.086	0.087	H7	0.151	0.116	0.125	0.133	0.137	10:55	13:02	15:34	17:26	19:01	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/4/16	plate15	E1	0.098	0.126	0.346	NA	0.855	E7	0.184	0.132	0.147	NA	0.326	10:17	13:01	15:30		18:52	H1, H1	H7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/4/16	plate15	H1	0.076	0.085	0.086	NA	0.088	H7	0.175	0.108	0.113	NA	0.124	10:17	13:01	15:30		18:52	H1, H1	H7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/4/16	plate16	E1	0.077	0.085	0.089	NA	0.091	E7	0.177	0.105	0.113	NA	0.125	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/4/16	plate16	H1	0.077	0.083	0.086	NA	0.087	H7	0.156	0.095	0.102	NA	0.109	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/10/16	plate2	E1	0.103	0.103	0.104	0.104	0.105	E7	0.254	0.149	0.154	0.164	0.17	10:18	12:37	14:38	16:48	18:19	E1, G1	E7, G7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/10/16	plate2	G1	0.103	0.104	0.104	0.105	0.105	G7	0.21	0.135	0.141	0.148	0.152	10:18	12:37	14:38	16:48	18:19	E1, G1	E7, G7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/20/16	plate23	C1	0.071	0.073	0.074	0.074	0.074	C7	0.117	0.08	0.082	0.083	0.085	10:19	12:49	15:04	17:05	18:52	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/20/16	plate23	D1	0.07	0.071	0.074	0.074	0.074	D7	0.125	0.087	0.092	0.095	0.098	10:19	12:49	15:04	17:05	18:52	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/20/16	plate23	E1	0.071	0.071	0.071	0.071	0.072	E7	0.131	0.094	0.102	0.13	0.115	10:19	12:49	15:04	17:05	18:52	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/20/16	plate23	H1	0.069	0.07	0.076	0.075	0.073	H7	0.136	0.096	0.104	0.109	0.113	10:19	12:49	15:04	17:05	18:52	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/22/16	plate24	E1	0.077	0.078	0.073	0.073	0.073	E7	0.155	0.091	0.095	0.098	0.1	10:28	12:50	15:11	17:03	18:40	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/22/16	plate24	H1	0.072	0.072	0.074	0.074	0.074	H7	0.15	0.09	0.094	0.096	0.098	10:28	12:50	15:11	17:03	18:40	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/22/16	plate25	E1	0.073	0.075	0.075	0.074	0.074	E7	0.16	0.099	0.105	0.11	0.112	10:41	12:52	15:13	17:05	18:41	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/22/16	plate25	H1	0.073	0.073	0.073	0.073	0.073	H7	0.127	0.077	0.077	0.077	0.077	10:41	12:52	15:13	17:05	18:41	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate26	F1	0.072	0.072	0.072	0.072	0.073	F7	0.136	0.086	0.09	0.093	0.096	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate26	H1	0.074	0.075	0.074	0.074	0.074	H7	0.093	0.076	0.075	0.075	0.075	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate27	E1	0.074	0.074	0.073	0.075	0.073	E7	0.119	0.08	0.08	0.081	0.081	10:50	13:20	15:35	17:59	19:47	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate27	H1	0.073	0.073	0.073	0.073	0.073	H7	0.094	0.076	0.077	0.076	0.076	10:50	13:20	15:35	17:59	19:47	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate28	C1	0.073	0.073	0.073	0.073	0.074	C7	0.133	0.106	0.1	0.106	0.109	11:02	13:22	15:37	18:00	19:48	E1, H1	E7, H7	5.55	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate28	D1	0.072	0.073	0.073	0.073	0.073	D7	0.134	0.095	0.095	0.102	0.103	11:02	13:22	15:37	18:00	19:48	E1, H1	E7, H7	5.55	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate28	E1	0.073	0.073	0.073	0.074	0.074	E7	0.126	0.101	0.103	0.11	0.113	11:02	13:22	15:37	18:00	19:48	E1, H1	E7, H7	5.55	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/23/16	plate28	H1	0.073	0.073	0.073	0.073	0.074	H7	0.114	0.096	0.098	0.104	0.108	11:02	13:22	15:37	18:00	19:48	E1, H1	E7, H7	5.55	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/25/16	plate29	E1	0.075	0.074	0.075	0.075	0.075	E7	0.138	0.081	0.083	0.082	0.083	10:19	12:35	14:52	17:08	18:28	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/25/16	plate29	H1	0.074	0.074	0.075	0.076	0.075	H7	0.121	0.08	0.08	0.081	0.081	10:19	12:35	14:52	17:08	18:28	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/11/16	plate2recheck	E1	0.102	0.103	0.103	0.102	0.102	E7	0.186	0.124	0.131	0.134	0.136	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/11/16	plate2recheck	G1	0.103	0.103	0.102	0.102	0.102	G7	0.187	0.127	0.134	0.139	0.141	10:35	2:56	15:19	17:36	18:59	E1, G1	E7, G7	unknown	NA	plate was passaged		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/11/16	plate3	E1	0.106	0.106	0.106	0.106	0.106	E7	0.158	0.115	0.116	0.117	0.117	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/11/16	plate3	H1	0.105	0.106	0.106	0.106	0.107	H7	0.135	0.107	0.109	0.113	0.111	10:21	12:55	15:15	17:36	18:55	E1, H1	E7, H7	unknown	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/25/16	plate30	E1	0.074	0.075	0.076	0.076	0.074	E7	0.188	0.089	0.09	0.094	0.096	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	11/25/16	plate30	H1	0.074	0.074	0.074	0.074	0.074	H7	0.162	0.084	0.085	0.087	0.086	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	C1	0.075	0.081	0.084	0.085	0.085	C7	0.201	0.111	0.111	0.121	0.122	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	D1	0.075	0.081	0.082	0.084	0.085	D7	0.223	0.114	0.119	0.126	0.129	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	E1	0.075	0.083	0.087	0.089	0.089	E7	0.193	0.109	0.117	0.124	0.125	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	H1	0.077	0.081	0.083	0.084	0.084	H7	0.161	0.105	0.109	0.121	0.121	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	G3	0.072	0.08	0.084	0.084	0.084	G9	0.198	0.117	0.117	0.128	0.132	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate4	H3	0.077	0.084	0.086	0.088	0.088	H9	0.172	0.109	0.117	0.126	0.13	10:18	12:44	14:39	17:26	18:27	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate5	C1	0.075	0.082	0.084	0.085	0.085	C7	0.187	0.109	0.106	0.113	0.114	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate5	D1	0.075	0.081	0.082	0.084	0.084	D7	0.206	0.104	0.109	0.119	0.121	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate5	E1	0.075	0.082	0.084	0.085	0.086	E7	0.206	0.102	0.105	0.114	0.116	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/16/16	plate5	H1	0.075	0.082	0.084	0.085	0.085	H7	0.163	0.094	0.101	0.107	0.109	10:33	12:46	14:41	17:31	18:31	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/18/16	plate6	E1	0.074	0.08	0.082	0.084	0.085	E7	0.174	0.099	0.101	0.107	0.107	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/18/16	plate6	H1	0.076	0.084	0.087	0.087	0.087	H7	0.141	0.085	0.087	0.089	0.089	10:30	12:46	15:42	8:13	19:29	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/18/16	plate7	E1	0.073	0.078	0.081	0.082	0.082	E7	0.177	0.1	0.105	0.112	0.113	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/18/16	plate7	H1	0.076	0.081	0.083	0.085	0.085	H7	0.214	0.116	0.118	0.131	0.133	10:44	12:50	15:44	18:17	19:33	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/20/16	plate8	E1	0.077	0.082	0.09	0.09	0.094	E7	0.21	0.119	0.123	0.135	0.137	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/20/16	plate8	H1	0.075	0.082	0.084	0.086	0.086	H7	0.152	0.099	0.109	0.116	0.118	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/20/16	plate9	E1	0.078	0.094	0.281	0.646	0.77	E7	0.151	0.094	0.214	0.633	0.777	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	10/20/16	plate9	H1	0.076	0.081	0.084	0.085	0.085	H7	0.096	0.085	0.094	0.096	0.095	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	9/30/16	plateZ	C1	0.116	0.12	0.121	0.121	0.089	C7	0.218	0.131	0.137	0.147	0.156	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	9/30/16	plateZ	D1	0.129	0.134	0.228	0.501	0.722	D7	0.274	0.16	0.174	0.284	0.561	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	9/30/16	plateZ	E1	0.1	0.102	0.1	0.071	0.205	E7	0.213	0.131	0.135	0.139	0.074	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	9/30/16	plateZ	H1	0.119	0.116	0.114	0.117	0.131	H7	0.186	0.13	0.131	0.134	0.129	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	9/30/16	plateZ	E6	0.101	0.106	0.105	0.103	0.069	E12	0.11	0.102	0.102	0.103	0.107	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/10/16	plate31	E1	0.077	0.076	0.076	0.076	0.077	E7	0.202	0.093	0.095	0.099	0.102	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/10/16	plate31	H1	0.078	0.077	0.074	0.075	0.075	H7	0.184	0.097	0.099	0.103	0.105	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/10/16	plate32	E1	0.079	0.078	0.078	0.078	0.078	E7	0.106	0.081	0.081	0.081	0.081	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/10/16	plate32	H1	0.078	0.078	0.078	0.077	0.078	H7	0.131	0.081	0.081	0.081	0.081	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/15/16	plate33	E1	0.077	0.077	0.076	0.076	0.077	E7	0.209	0.091	0.094	0.097	0.098	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
blank	blank	blank	blank	blank	blank		blank	blank	blank	blank	blank	12/15/16	plate33	H1	0.077	0.076	0.076	0.076	0.076	H7	0.167	0.111	0.105	0.11	0.111	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
